sep=,
TIME,LATITUDE (deg+-m),LONGITUDE (deg+-m),ALTITUDE (m+-m),TRACK (deg from true north+-deg),SPEED (m/s+-m/s),CLIMB (m/s+-m/s),MODE,SAT
2016-05-20T09:28:42.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:28:43.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,13
2016-05-20T09:28:44.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,13
2016-05-20T09:28:45.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:28:46.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:28:47.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:28:48.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,15
2016-05-20T09:28:49.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:28:50.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,15
2016-05-20T09:28:51.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:28:52.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:28:53.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:28:54.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:28:55.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:28:56.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:28:57.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:28:58.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:28:59.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:00.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:01.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:02.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:03.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:04.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:05.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:06.000Z+-0.005,41.0661595+-3.68,-8.286453833+-7.984,12099.8+-5.75,351.29+-nan,5.001+-nan,0.0+-nan,3,14
2016-05-20T09:29:07.000Z+-0.005,41.066054833+-3.68,-8.286492+-7.984,12100.9+-5.692,326.03+-nan,5.647+-nan,0.0+-nan,3,14
2016-05-20T09:29:08.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:09.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:10.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:11.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:12.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,13
2016-05-20T09:29:13.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,13
2016-05-20T09:29:14.000Z+-0.005,41.066355667+-3.68,-8.2864175+-7.984,12100.8+-5.75,357.8+-nan,7.099+-nan,0.0+-nan,3,13
2016-05-20T09:29:15.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,13
2016-05-20T09:29:16.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,13
2016-05-20T09:29:17.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:18.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:19.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:20.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:21.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:22.000Z+-0.005,41.0668815+-3.68,-8.286545167+-7.984,12100.8+-5.692,6.21+-nan,7.215+-nan,0.0+-nan,3,14
2016-05-20T09:29:23.000Z+-0.005,41.066951+-3.68,-8.286516667+-7.984,12100.9+-5.692,18.39+-nan,7.36+-nan,0.0+-nan,3,14
2016-05-20T09:29:24.000Z+-0.005,41.0669965+-3.68,-8.286471+-7.984,12100.8+-5.75,30.78+-nan,8.359+-nan,0.0+-nan,3,14
2016-05-20T09:29:25.000Z+-0.005,41.0670525+-3.68,-8.286428167+-7.984,12100.8+-5.692,28.38+-nan,6.929+-nan,0.0+-nan,3,14
2016-05-20T09:29:26.000Z+-0.005,41.067095+-3.68,-8.286407667+-7.984,12100.7+-5.75,15.33+-nan,4.917+-nan,0.0+-nan,3,14
2016-05-20T09:29:27.000Z+-0.005,41.067125833+-3.68,-8.2864175+-7.984,12100.7+-5.692,353.2+-nan,4.144+-nan,0.0+-nan,3,14
2016-05-20T09:29:28.000Z+-0.005,41.067127+-3.68,-8.286447833+-7.984,12100.7+-24.207,349.98+-nan,4.535+-nan,0.0+-nan,3,14
2016-05-20T09:29:29.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:30.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:31.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:32.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:33.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:34.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:35.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:36.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:37.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:38.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:39.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:40.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:41.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:42.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:43.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:44.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:45.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:46.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:48.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:49.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:50.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:51.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:52.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:53.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:54.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:55.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:56.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:57.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:58.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:29:59.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:00.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:01.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:02.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:03.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:04.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:05.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:06.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:07.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:08.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:09.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:10.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:11.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:12.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:13.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:14.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:15.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:16.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:17.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:18.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:19.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:20.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:21.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,15
2016-05-20T09:30:22.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,15
2016-05-20T09:30:23.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:24.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,15
2016-05-20T09:30:25.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,15
2016-05-20T09:30:26.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:27.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:28.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:29.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:30.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:31.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:32.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:33.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:34.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:35.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,15
2016-05-20T09:30:36.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:37.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:38.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:39.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:40.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:41.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:42.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:43.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:44.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:45.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:46.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:47.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:48.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:49.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:50.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:51.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:52.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:53.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:54.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:55.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:56.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:57.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:58.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:30:59.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:00.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:01.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:02.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:03.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:05.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:06.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:07.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:08.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:09.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:10.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:11.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:12.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:13.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:14.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:15.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:16.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:17.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:18.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:20.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:21.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:22.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:23.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:24.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:25.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:26.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:27.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:28.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:29.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:30.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:31.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:32.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:33.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:34.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:35.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:36.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:37.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:38.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:39.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:40.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:41.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:42.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:43.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:44.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:45.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:46.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:47.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:48.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:49.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:50.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:51.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:52.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:53.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:54.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:55.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:56.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,15
2016-05-20T09:31:57.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:58.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:31:59.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:32:00.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:32:01.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:32:02.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:32:03.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:32:04.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:32:06.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
2016-05-20T09:32:07.000Z+-0.005,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,nan+-nan,0,14
